cols 128 rows 96
5.6356,-12.2233,14.7930
5.8582,-12.2957,14.6457
6.0793,-12.3672,14.4947
6.2985,-12.4377,14.3399
6.5157,-12.5073,14.1814
6.7307,-12.5760,14.0194
6.9433,-12.6437,13.8538
7.1533,-12.7106,13.6847
7.3607,-12.7766,13.5121
7.5655,-12.8417,13.3362
7.7675,-12.9058,13.1570
7.9667,-12.9691,12.9744
8.1631,-13.0314,12.7886
8.3566,-13.0927,12.5995
8.5472,-13.1531,12.4073
8.7348,-13.2126,12.2119
8.9195,-13.2710,12.0134
9.1012,-13.3284,11.8119
9.2799,-13.3849,11.6073
9.4555,-13.4402,11.3998
9.6280,-13.4945,11.1893
9.7973,-13.5478,10.9760
9.9635,-13.5999,10.7597
10.1264,-13.6510,10.5408
10.2861,-13.7009,10.3190
10.4425,-13.7497,10.0946
10.5955,-13.7973,9.8676
10.7451,-13.8438,9.6380
10.8912,-13.8892,9.4060
11.0339,-13.9333,9.1714
11.1730,-13.9763,8.9345
11.3085,-14.0182,8.6953
11.4404,-14.0588,8.4538
11.5686,-14.0983,8.2101
11.6930,-14.1365,7.9643
11.8137,-14.1736,7.7165
11.9306,-14.2095,7.4666
12.0437,-14.2441,7.2149
12.1529,-14.2776,6.9612
12.2581,-14.3098,6.7058
12.3594,-14.3409,6.4486
12.4567,-14.3707,6.1898
12.5500,-14.3993,5.9294
12.6393,-14.4267,5.6675
12.7244,-14.4529,5.4042
12.8055,-14.4778,5.1394
12.8825,-14.5015,4.8733
12.9553,-14.5240,4.6060
13.0239,-14.5452,4.3375
13.0884,-14.5653,4.0680
13.1486,-14.5841,3.7973
13.2046,-14.6016,3.5257
13.2564,-14.6179,3.2532
13.3039,-14.6330,2.9799
13.3472,-14.6469,2.7058
13.3862,-14.6595,2.4311
13.4209,-14.6708,2.1557
13.4513,-14.6809,1.8798
13.4774,-14.6898,1.6034
13.4991,-14.6974,1.3265
13.5166,-14.7038,1.0494
13.5297,-14.7089,0.7720
13.5385,-14.7128,0.4944
13.5429,-14.7154,0.2167
13.5431,-14.7167,-0.0611
13.5388,-14.7169,-0.3388
13.5303,-14.7157,-0.6165
13.5174,-14.7133,-0.8940
13.5002,-14.7097,-1.1713
13.4786,-14.7048,-1.4482
13.4528,-14.6986,-1.7248
13.4226,-14.6912,-2.0009
13.3881,-14.6825,-2.2765
13.3494,-14.6726,-2.5515
13.3063,-14.6614,-2.8259
13.2590,-14.6490,-3.0995
13.2075,-14.6353,-3.3723
13.1516,-14.6203,-3.6442
13.0916,-14.6042,-3.9152
13.0274,-14.5867,-4.1852
12.9589,-14.5680,-4.4541
12.8863,-14.5481,-4.7218
12.8096,-14.5269,-4.9884
12.7287,-14.5045,-5.2536
12.6437,-14.4808,-5.5174
12.5547,-14.4559,-5.7798
12.4616,-14.4297,-6.0408
12.3645,-14.4023,-6.3001
12.2634,-14.3737,-6.5578
12.1584,-14.3438,-6.8138
12.0494,-14.3127,-7.0680
11.9366,-14.2804,-7.3203
11.8199,-14.2469,-7.5708
11.6994,-14.2121,-7.8192
11.5751,-14.1761,-8.0656
11.4471,-14.1389,-8.3099
11.3155,-14.1004,-8.5520
11.1802,-14.0608,-8.7919
11.0413,-14.0200,-9.0294
10.8989,-13.9779,-9.2646
10.7529,-13.9347,-9.4974
10.6036,-13.8903,-9.7276
10.4508,-13.8447,-9.9553
10.2947,-13.7979,-10.1803
10.1353,-13.7500,-10.4027
9.9726,-13.7009,-10.6224
9.8067,-13.6507,-10.8392
9.6377,-13.5994,-11.0533
9.4655,-13.5469,-11.2644
9.2903,-13.4934,-11.4726
9.1120,-13.4388,-11.6778
8.9307,-13.3832,-11.8800
8.7464,-13.3265,-12.0791
8.5592,-13.2688,-12.2752
8.3691,-13.2101,-12.4680
8.1761,-13.1504,-12.6577
7.9803,-13.0898,-12.8442
7.7816,-13.0282,-13.0274
7.5802,-12.9657,-13.2073
7.3760,-12.9022,-13.3838
7.1692,-12.8378,-13.5570
6.9598,-12.7726,-13.7267
6.7478,-12.7064,-13.8930
6.5334,-12.6393,-14.0558
6.3167,-12.5712,-14.2149
6.0979,-12.5023,-14.3704
5.8772,-12.4324,-14.5222
5.6548,-12.3615,-14.6702
5.8424,-12.0292,14.8716
6.0670,-12.1003,14.7233
6.2897,-12.1704,14.5712
6.5105,-12.2397,14.4154
6.7291,-12.3080,14.2559
6.9454,-12.3755,14.0929
7.1591,-12.4421,13.9262
7.3703,-12.5078,13.7561
7.5789,-12.5727,13.5826
7.7847,-12.6367,13.4057
7.9878,-12.6998,13.2254
8.1880,-12.7619,13.0418
8.3855,-12.8232,12.8550
8.5800,-12.8836,12.6648
8.7717,-12.9429,12.4715
8.9604,-13.0014,12.2750
9.1461,-13.0588,12.0754
9.3289,-13.1152,11.8727
9.5086,-13.1707,11.6670
9.6853,-13.2251,11.4583
9.8589,-13.2784,11.2466
10.0293,-13.3307,11.0320
10.1966,-13.3819,10.8146
10.3606,-13.4320,10.5944
10.5213,-13.4810,10.3714
10.6787,-13.5289,10.1457
10.8327,-13.5756,9.9174
10.9833,-13.6213,9.6866
11.1304,-13.6658,9.4532
11.2739,-13.7091,9.2173
11.4139,-13.7513,8.9791
11.5503,-13.7923,8.7386
11.6830,-13.8322,8.4958
11.8120,-13.8709,8.2508
11.9373,-13.9084,8.0036
12.0587,-13.9448,7.7544
12.1763,-13.9799,7.5032
12.2901,-14.0139,7.2501
12.3999,-14.0468,6.9951
12.5058,-14.0784,6.7384
12.6077,-14.1088,6.4799
12.7056,-14.1381,6.2197
12.7994,-14.1662,5.9579
12.8892,-14.1930,5.6947
12.9748,-14.2187,5.4299
13.0564,-14.2432,5.1638
13.1337,-14.2664,4.8964
13.2070,-14.2885,4.6277
13.2760,-14.3094,4.3578
13.3408,-14.3290,4.0869
